"Country or territory of asylum or residence","Country or territory of origin","Year","Refugees","Refugees assisted by UNHCR","Total refugees and people in refugee-like situations","Total refugees and people in refugee-like situations assisted by UNHCR"
"Brazil","Bolivia (Plurinational State of)","2009","121","90","121","90"
"Brazil","Bosnia and Herzegovina","2009","4","3","4","3"
"Brazil","Burkina Faso","2009","1","","1","0"
"Brazil","Burundi","2009","34","33","34","33"
"Brazil","Cabo Verde","2009","1","","1","0"
"Brazil","Cameroon","2009","6","4","6","4"
"Brazil","Central African Rep.","2009","6","2","6","2"
"Brazil","Chad","2009","2","1","2","1"
"Brazil","Chile","2009","21","","21","0"
"Brazil","Colombia","2009","597","494","597","494"
"Brazil","Congo","2009","8","3","8","3"
"Brazil","Côte d'Ivoire","2009","16","13","16","13"
"Brazil","Croatia","2009","5","4","5","4"
"Brazil","Cuba","2009","128","111","128","111"
"Brazil","Dem. Rep. of the Congo","2009","383","297","383","297"
"Brazil","Dominican Rep.","2009","2","","2","0"
"Brazil","Ecuador","2009","14","4","14","4"
"Brazil","Egypt","2009","4","2","4","2"
"Brazil","El Salvador","2009","4","4","4","4"
"Brazil","Eritrea","2009","10","6","10","6"
"Brazil","Ethiopia","2009","20","14","20","14"
"Brazil","Gambia","2009","1","1","1","1"
"Brazil","Georgia","2009","10","7","10","7"
"Brazil","Ghana","2009","6","1","6","1"
"Brazil","Guatemala","2009","2","2","2","2"
"Brazil","Guinea","2009","4","2","4","2"
"Brazil","Guinea-Bissau","2009","11","6","11","6"
"Brazil","Haiti","2009","3","2","3","2"
"Brazil","Hungary","2009","1","1","1","1"
"Brazil","Iraq","2009","197","168","197","168"
"Brazil","Islamic Rep. of Iran","2009","30","8","30","8"
"Brazil","Italy","2009","1","","1","0"
"Brazil","Jordan","2009","1","1","1","1"
"Brazil","Kuwait","2009","1","","1","0"
"Brazil","Lebanon","2009","29","1","29","1"
"Brazil","Liberia","2009","259","117","259","117"
"Brazil","Libya","2009","2","2","2","2"
"Brazil","Mali","2009","3","1","3","1"
"Brazil","Mauritania","2009","2","2","2","2"
"Brazil","Morocco","2009","3","2","3","2"
"Brazil","Mozambique","2009","1","","1","0"
"Brazil","Nepal","2009","2","2","2","2"
"Brazil","Nicaragua","2009","1","","1","0"
"Brazil","Nigeria","2009","28","12","28","12"
"Brazil","Pakistan","2009","7","4","7","4"
"Brazil","Paraguay","2009","7","3","7","3"
"Brazil","Peru","2009","40","22","40","22"
"Brazil","Poland","2009","2","1","2","1"
"Brazil","Romania","2009","1","","1","0"
"Brazil","Russian Federation","2009","9","4","9","4"
"Brazil","Rwanda","2009","18","7","18","7"
"Brazil","Serbia (and Kosovo: S/RES/1244 (1999))","2009","77","16","77","16"
"Brazil","Sierra Leone","2009","138","95","138","95"
"Brazil","Slovenia","2009","1","","1","0"
"Brazil","Somalia","2009","34","26","34","26"
"Brazil","South Africa","2009","3","","3","0"
"Brazil","Sri Lanka","2009","5","2","5","2"
"Brazil","State of Palestine","2009","121","121","121","121"
"Brazil","Stateless","2009","4","4","4","4"
"Brazil","Sudan","2009","34","22","34","22"
"Brazil","Syrian Arab Rep.","2009","5","1","5","1"
"Brazil","The former Yugoslav Rep. of Macedonia","2009","6","3","6","3"
"Brazil","Ukraine","2009","1","","1","0"
"Brazil","United Rep. of Tanzania","2009","5","3","5","3"
"Brazil","United States","2009","1","","1","0"
"Brazil","Uruguay","2009","1","","1","0"
"Brazil","Viet Nam","2009","4","","4","0"
"Brazil","Zimbabwe","2009","4","2","4","2"
"Bulgaria","Afghanistan","2009","2039","0","2039","0"
"Bulgaria","Albania","2009","10","0","10","0"
"Bulgaria","Algeria","2009","21","0","21","0"
"Bulgaria","Angola","2009","5","0","5","0"
"Bulgaria","Armenia","2009","30","0","30","0"
"Bulgaria","Azerbaijan","2009","3","0","3","0"
"Bulgaria","Bangladesh","2009","15","0","15","0"
"Bulgaria","Belarus","2009","2","0","2","0"
"Bulgaria","Benin","2009","2","0","2","0"
"Bulgaria","Bosnia and Herzegovina","2009","35","0","35","0"
"Bulgaria","Burundi","2009","2","0","2","0"
"Bulgaria","Cameroon","2009","5","0","5","0"
"Bulgaria","Congo","2009","26","0","26","0"
"Bulgaria","Côte d'Ivoire","2009","2","0","2","0"
"Bulgaria","Cuba","2009","6","0","6","0"
"Bulgaria","Dem. Rep. of the Congo","2009","31","0","31","0"
"Bulgaria","Egypt","2009","3","0","3","0"
"Bulgaria","Eritrea","2009","9","0","9","0"
"Bulgaria","Ethiopia","2009","58","0","58","0"
"Bulgaria","Georgia","2009","3","0","3","0"
"Bulgaria","Ghana","2009","1","0","1","0"
"Bulgaria","Guinea","2009","2","0","2","0"
"Bulgaria","India","2009","2","0","2","0"
"Bulgaria","Iraq","2009","1904","0","1904","0"
"Bulgaria","Islamic Rep. of Iran","2009","234","0","234","0"
"Bulgaria","Jordan","2009","2","0","2","0"
"Bulgaria","Lebanon","2009","27","0","27","0"
"Bulgaria","Liberia","2009","12","0","12","0"
"Bulgaria","Libya","2009","1","0","1","0"
"Bulgaria","Mali","2009","1","0","1","0"
"Bulgaria","Nepal","2009","2","0","2","0"
"Bulgaria","Nigeria","2009","10","0","10","0"
"Bulgaria","Pakistan","2009","1","0","1","0"
"Bulgaria","Russian Federation","2009","8","0","8","0"
"Bulgaria","Rwanda","2009","3","0","3","0"
"Bulgaria","Senegal","2009","1","0","1","0"
"Bulgaria","Serbia (and Kosovo: S/RES/1244 (1999))","2009","118","0","118","0"
"Bulgaria","Sierra Leone","2009","12","0","12","0"
"Bulgaria","Somalia","2009","129","0","129","0"
"Bulgaria","Sri Lanka","2009","4","0","4","0"
"Bulgaria","Stateless","2009","223","0","223","0"
"Bulgaria","Sudan","2009","181","0","181","0"
"Bulgaria","Syrian Arab Rep.","2009","90","0","90","0"
"Bulgaria","Tunisia","2009","12","0","12","0"
"Bulgaria","Turkey","2009","95","0","95","0"
"Bulgaria","Turkmenistan","2009","1","0","1","0"
"Bulgaria","Uganda","2009","1","0","1","0"
"Bulgaria","United Rep. of Tanzania","2009","4","0","4","0"
"Bulgaria","Yemen","2009","2","0","2","0"
"Bulgaria","Zambia","2009","1","0","1","0"
"Bulgaria","Zimbabwe","2009","2","0","2","0"
"Burkina Faso","Burundi","2009","62","62","62","62"
"Burkina Faso","Cameroon","2009","8","8","8","8"
"Burkina Faso","Central African Rep.","2009","1","1","1","1"
"Burkina Faso","Chad","2009","170","170","170","170"
"Burkina Faso","Congo","2009","98","98","98","98"
"Burkina Faso","Côte d'Ivoire","2009","21","21","21","21"
"Burkina Faso","Dem. Rep. of the Congo","2009","51","51","51","51"
"Burkina Faso","Ghana","2009","2","2","2","2"
"Burkina Faso","Guinea","2009","3","3","3","3"
"Burkina Faso","Mali","2009","3","3","3","3"
"Burkina Faso","Mauritania","2009","1","1","1","1"
"Burkina Faso","Rwanda","2009","80","80","80","80"
"Burkina Faso","Sudan","2009","6","6","6","6"
"Burkina Faso","Togo","2009","32","32","32","32"
"Burkina Faso","Viet Nam","2009","5","5","5","5"
"Burundi","Benin","2009","7","7","7","7"
"Burundi","Dem. Rep. of the Congo","2009","24614","24614","24614","24614"
"Burundi","Rwanda","2009","327","327","327","327"
"Burundi","Somalia","2009","1","1","1","1"
"Burundi","Uganda","2009","17","17","17","17"
"Burundi","Zambia","2009","1","1","1","1"
"Cambodia","Afghanistan","2009","0","0","0","0"
"Cambodia","Algeria","2009","1","1","1","1"
"Cambodia","Dem. Rep. of the Congo","2009","1","1","1","1"
"Cambodia","Myanmar","2009","9","9","9","9"
"Cambodia","Pakistan","2009","1","1","1","1"
"Cambodia","Somalia","2009","10","10","10","10"
"Cambodia","Sri Lanka","2009","5","5","5","5"
"Cambodia","State of Palestine","2009","0","0","0","0"
"Cambodia","Sudan","2009","1","1","1","1"
"Cambodia","Viet Nam","2009","107","107","107","107"
"Cameroon","Algeria","2009","1","1","1","1"
"Cameroon","Angola","2009","18","18","18","18"
"Cameroon","Burkina Faso","2009","1","1","1","1"
"Cameroon","Burundi","2009","256","256","256","256"
"Cameroon","Cambodia","2009","5","5","5","5"
"Cameroon","Central African Rep.","2009","85824","85824","85824","85824"
"Cameroon","Chad","2009","8342","8342","8342","8342"
"Cameroon","Congo","2009","160","160","160","160"
"Cameroon","Côte d'Ivoire","2009","52","52","52","52"
"Cameroon","Dem. Rep. of the Congo","2009","714","714","714","714"
"Cameroon","Egypt","2009","1","1","1","1"
"Cameroon","Equatorial Guinea","2009","36","36","36","36"
"Cameroon","Eritrea","2009","2","2","2","2"
"Cameroon","Ethiopia","2009","1","1","1","1"
"Cameroon","Gabon","2009","6","6","6","6"
"Cameroon","Ghana","2009","4","4","4","4"
"Cameroon","Guinea","2009","7","7","7","7"
"Cameroon","Iraq","2009","1","1","1","1"
"Cameroon","Liberia","2009","88","88","88","88"
"Cameroon","Mauritania","2009","8","8","8","8"
"Cameroon","Morocco","2009","1","1","1","1"
"Cameroon","Niger","2009","3","3","3","3"
"Cameroon","Nigeria","2009","2873","2","2873","2"
"Cameroon","Rwanda","2009","1438","1438","1438","1438"
"Cameroon","Sudan","2009","88","88","88","88"
"Cameroon","Swaziland","2009","1","1","1","1"
"Cameroon","Togo","2009","20","20","20","20"
"Cameroon","Uganda","2009","5","5","5","5"
"Cameroon","Western Sahara","2009","1","1","1","1"
"Canada","Afghanistan","2009","3015","","3015","0"
"Canada","Albania","2009","2340","","2340","0"
"Canada","Algeria","2009","1580","","1580","0"
"Canada","Angola","2009","1067","","1067","0"
"Canada","Antigua and Barbuda","2009","27","","27","0"
"Canada","Argentina","2009","394","","394","0"
"Canada","Armenia","2009","173","","173","0"
"Canada","Australia","2009","2","","2","0"
"Canada","Austria","2009","1","","1","0"
"Canada","Azerbaijan","2009","723","","723","0"
"Canada","Bahamas","2009","2","","2","0"
"Canada","Bahrain","2009","6","","6","0"
"Canada","Bangladesh","2009","2445","","2445","0"
"Canada","Barbados","2009","28","","28","0"
"Canada","Belarus","2009","312","","312","0"
"Canada","Belgium","2009","12","","12","0"
"Canada","Belize","2009","5","","5","0"
"Canada","Benin","2009","54","","54","0"
"Canada","Bhutan","2009","10","","10","0"
"Canada","Bolivia (Plurinational State of)","2009","160","","160","0"
"Canada","Bosnia and Herzegovina","2009","110","","110","0"
"Canada","Botswana","2009","22","","22","0"
"Canada","Brazil","2009","168","","168","0"
"Canada","Bulgaria","2009","1238","","1238","0"
"Canada","Burkina Faso","2009","126","","126","0"
"Canada","Burundi","2009","1827","","1827","0"
"Canada","Cabo Verde","2009","1","","1","0"
"Canada","Cambodia","2009","174","","174","0"
"Canada","Cameroon","2009","708","","708","0"
"Canada","Central African Rep.","2009","58","","58","0"
"Canada","Chad","2009","708","","708","0"
"Canada","Chile","2009","211","","211","0"
"Canada","China","2009","16075","","16075","0"
"Canada","Colombia","2009","14300","","14300","0"
"Canada","Comoros","2009","7","","7","0"
"Canada","Congo","2009","331","","331","0"
"Canada","Costa Rica","2009","314","","314","0"
"Canada","Côte d'Ivoire","2009","425","","425","0"
"Canada","Croatia","2009","86","","86","0"
"Canada","Cuba","2009","1988","","1988","0"
"Canada","Cyprus","2009","1","","1","0"
"Canada","Czech Rep.","2009","489","","489","0"
"Canada","Dem. People's Rep. of Korea","2009","4","","4","0"
"Canada","Dem. Rep. of the Congo","2009","5284","","5284","0"
"Canada","Denmark","2009","3","","3","0"
"Canada","Djibouti","2009","364","","364","0"
"Canada","Dominica","2009","44","","44","0"
"Canada","Dominican Rep.","2009","132","","132","0"
"Canada","Ecuador","2009","264","","264","0"
"Canada","Egypt","2009","607","","607","0"
"Canada","El Salvador","2009","889","","889","0"
"Canada","Equatorial Guinea","2009","15","","15","0"
"Canada","Eritrea","2009","918","","918","0"
"Canada","Estonia","2009","21","","21","0"
"Canada","Ethiopia","2009","1742","","1742","0"
"Canada","Fiji","2009","528","","528","0"
"Canada","France","2009","40","","40","0"
"Canada","Gabon","2009","50","","50","0"
"Canada","Gambia","2009","41","","41","0"
"Canada","Georgia","2009","501","","501","0"
"Canada","Germany","2009","81","","81","0"
"Canada","Ghana","2009","418","","418","0"
"Canada","Greece","2009","15","","15","0"
"Canada","Grenada","2009","325","","325","0"
"Canada","Guatemala","2009","686","","686","0"
"Canada","Guinea","2009","1152","","1152","0"
"Canada","Guinea-Bissau","2009","23","","23","0"
"Canada","Guyana","2009","591","","591","0"
"Canada","Haiti","2009","1662","","1662","0"
"Canada","Honduras","2009","467","","467","0"
"Canada","Hong Kong SAR, China","2009","1","","1","0"
"Canada","Hungary","2009","1158","","1158","0"
"Canada","India","2009","6245","","6245","0"
"Canada","Indonesia","2009","419","","419","0"
"Canada","Iraq","2009","1760","","1760","0"
"Canada","Ireland","2009","7","","7","0"
"Canada","Islamic Rep. of Iran","2009","4499","","4499","0"
"Canada","Israel","2009","636","","636","0"
"Canada","Italy","2009","13","","13","0"
"Canada","Jamaica","2009","337","","337","0"
"Canada","Japan","2009","16","","16","0"
"Canada","Jordan","2009","304","","304","0"
"Canada","Kazakhstan","2009","300","","300","0"
"Canada","Kenya","2009","849","","849","0"
"Canada","Kiribati","2009","1","","1","0"
"Canada","Kuwait","2009","104","","104","0"
"Canada","Kyrgyzstan","2009","196","","196","0"
"Canada","Lao People's Dem. Rep.","2009","5","","5","0"
"Canada","Latvia","2009","67","","67","0"
"Canada","Lebanon","2009","1128","","1128","0"
"Canada","Lesotho","2009","5","","5","0"
"Canada","Liberia","2009","103","","103","0"
"Canada","Libya","2009","305","","305","0"
"Canada","Lithuania","2009","113","","113","0"
"Canada","Madagascar","2009","10","","10","0"
"Canada","Malawi","2009","21","","21","0"
"Canada","Malaysia","2009","265","","265","0"
"Canada","Maldives","2009","1","","1","0"
"Canada","Mali","2009","125","","125","0"
"Canada","Malta","2009","3","","3","0"
"Canada","Mauritania","2009","268","","268","0"
"Canada","Mauritius","2009","7","","7","0"
"Canada","Mexico","2009","5000","","5000","0"
"Canada","Mongolia","2009","108","","108","0"
"Canada","Montenegro","2009","2","","2","0"
"Canada","Morocco","2009","174","","174","0"
"Canada","Mozambique","2009","5","","5","0"
"Canada","Myanmar","2009","257","","257","0"
"Canada","Namibia","2009","22","","22","0"
"Canada","Nepal","2009","809","","809","0"
"Canada","Netherlands","2009","27","","27","0"
"Canada","New Zealand","2009","1","","1","0"
"Canada","Nicaragua","2009","172","","172","0"
"Canada","Niger","2009","56","","56","0"
"Canada","Nigeria","2009","2962","","2962","0"
"Canada","Norway","2009","1","","1","0"
"Canada","Oman","2009","10","","10","0"
"Canada","Pakistan","2009","15346","","15346","0"
"Canada","Panama","2009","44","","44","0"
"Canada","Papua New Guinea","2009","0","","0","0"
"Canada","Paraguay","2009","36","","36","0"
"Canada","Peru","2009","2303","","2303","0"
"Canada","Philippines","2009","294","","294","0"
"Canada","Poland","2009","519","","519","0"
"Canada","Portugal","2009","12","","12","0"
"Canada","Qatar","2009","4","","4","0"
"Canada","Rep. of Korea","2009","290","","290","0"
"Canada","Rep. of Moldova","2009","185","","185","0"
"Canada","Romania","2009","1088","","1088","0"
"Canada","Russian Federation","2009","2612","","2612","0"
"Canada","Rwanda","2009","1550","","1550","0"
"Canada","Saint Kitts and Nevis","2009","2","","2","0"
"Canada","Saint Lucia","2009","312","","312","0"
"Canada","Saint Vincent and the Grenadines","2009","847","","847","0"
"Canada","San Marino","2009","0","","0","0"
"Canada","Sao Tome and Principe","2009","0","","0","0"
"Canada","Saudi Arabia","2009","126","","126","0"
"Canada","Senegal","2009","172","","172","0"
"Canada","Serbia (and Kosovo: S/RES/1244 (1999))","2009","763","","763","0"
"Canada","Seychelles","2009","10","","10","0"
"Canada","Sierra Leone","2009","254","","254","0"
"Canada","Singapore","2009","25","","25","0"
"Canada","Slovakia","2009","35","","35","0"
"Canada","Slovenia","2009","9","","9","0"
"Canada","Solomon Islands","2009","33","","33","0"
"Canada","Somalia","2009","5150","","5150","0"
"Canada","South Africa","2009","38","","38","0"
"Canada","Spain","2009","15","","15","0"
"Canada","Sri Lanka","2009","19143","","19143","0"
"Canada","State of Palestine","2009","537","","537","0"
"Canada","Stateless","2009","1677","","1677","0"
"Canada","Sudan","2009","1615","","1615","0"
"Canada","Suriname","2009","6","","6","0"
"Canada","Swaziland","2009","17","","17","0"
"Canada","Sweden","2009","6","","6","0"
"Canada","Switzerland","2009","9","","9","0"
"Canada","Syrian Arab Rep.","2009","577","","577","0"
"Canada","Tajikistan","2009","45","","45","0"
"Canada","Thailand","2009","37","","37","0"
"Canada","The former Yugoslav Rep. of Macedonia","2009","137","","137","0"
"Canada","Tibetans","2009","58","","58","0"
"Canada","Togo","2009","282","","282","0"
"Canada","Trinidad and Tobago","2009","186","","186","0"
"Canada","Tunisia","2009","225","","225","0"
"Canada","Turkey","2009","4611","","4611","0"
"Canada","Turkmenistan","2009","23","","23","0"
"Canada","Uganda","2009","616","","616","0"
"Canada","Ukraine","2009","1914","","1914","0"
"Canada","United Arab Emirates","2009","30","","30","0"
"Canada","United Kingdom","2009","57","","57","0"
"Canada","United Rep. of Tanzania","2009","569","","569","0"
"Canada","United States","2009","2019","","2019","0"
"Canada","Uruguay","2009","150","","150","0"
"Canada","Uzbekistan","2009","243","","243","0"
"Canada","Vanuatu","2009","0","","0","0"
"Canada","Various","2009","143","","143","0"
"Canada","Venezuela (Bolivarian Republic of)","2009","721","","721","0"
"Canada","Viet Nam","2009","171","","171","0"
"Canada","Yemen","2009","286","","286","0"
