"Country or territory of asylum or residence","Country or territory of origin","Year","Refugees","Refugees assisted by UNHCR","Total refugees and people in refugee-like situations","Total refugees and people in refugee-like situations assisted by UNHCR"
"Italy","Uganda","2005","7","","7",""
"Italy","Ukraine","2005","29","","29",""
"Italy","Various","2005","3103","","3103",""
"Italy","Viet Nam","2005","9","","9",""
"Italy","Yemen","2005","1","","1",""
"Japan","Afghanistan","2005","56","38","56","38"
"Japan","Burundi","2005","1","1","1","1"
"Japan","Cambodia","2005","103","","103",""
"Japan","China","2005","32","21","32","21"
"Japan","Dem. Rep. of the Congo","2005","1","1","1","1"
"Japan","Ethiopia","2005","11","8","11","8"
"Japan","Iraq","2005","7","4","7","4"
"Japan","Islamic Rep. of Iran","2005","37","33","37","33"
"Japan","Myanmar","2005","240","61","240","61"
"Japan","Pakistan","2005","13","15","13","15"
"Japan","Stateless","2005","4","1","4","1"
"Japan","Sudan","2005","16","10","16","10"
"Japan","Turkey","2005","14","8","14","8"
"Japan","Various","2005","121","3","121","3"
"Japan","Viet Nam","2005","1285","4","1285","4"
"Jordan","Algeria","2005","1","1","1","1"
"Jordan","Bosnia and Herzegovina","2005","12","12","12","12"
"Jordan","Dem. Rep. of the Congo","2005","8","8","8","8"
"Jordan","Egypt","2005","1","1","1","1"
"Jordan","Eritrea","2005","1","1","1","1"
"Jordan","Iraq","2005","754","754","754","754"
"Jordan","Kuwait","2005","1","1","1","1"
"Jordan","Lebanon","2005","4","4","4","4"
"Jordan","Libya","2005","1","1","1","1"
"Jordan","Russian Federation","2005","90","90","90","90"
"Jordan","Saudi Arabia","2005","5","5","5","5"
"Jordan","Somalia","2005","15","15","15","15"
"Jordan","Stateless","2005","28","28","28","28"
"Jordan","Sudan","2005","3","3","3","3"
"Jordan","Syrian Arab Rep.","2005","40","40","40","40"
"Jordan","Yemen","2005","1","1","1","1"
"Kazakhstan","Afghanistan","2005","760","352","760","352"
"Kazakhstan","China","2005","30","25","30","25"
"Kazakhstan","Ethiopia","2005","5","4","5","4"
"Kazakhstan","Russian Federation","2005","5000","598","5000","598"
"Kazakhstan","Somalia","2005","1","","1",""
"Kazakhstan","Tajikistan","2005","1446","17","1446","17"
"Kazakhstan","Uzbekistan","2005","23","23","23","23"
"Kenya","Burundi","2005","1188","1188","1188","1188"
"Kenya","Central African Rep.","2005","1","1","1","1"
"Kenya","Dem. Rep. of the Congo","2005","2306","2306","2306","2306"
"Kenya","Eritrea","2005","612","612","612","612"
"Kenya","Ethiopia","2005","14862","14862","14862","14862"
"Kenya","Rwanda","2005","2361","2361","2361","2361"
"Kenya","Somalia","2005","150459","150459","150459","150459"
"Kenya","Sudan","2005","76646","76646","76646","76646"
"Kenya","Uganda","2005","2834","2834","2834","2834"
"Kenya","United Rep. of Tanzania","2005","2","2","2","2"
"Kuwait","Afghanistan","2005","78","53","78","53"
"Kuwait","Iraq","2005","422","276","422","276"
"Kuwait","Somalia","2005","107","65","107","65"
"Kuwait","State of Palestine","2005","910","400","910","400"
"Kuwait","Various","2005","6","6","6","6"
"Kyrgyzstan","Afghanistan","2005","251","240","251","240"
"Kyrgyzstan","China","2005","6","6","6","6"
"Kyrgyzstan","Iraq","2005","4","4","4","4"
"Kyrgyzstan","Tajikistan","2005","2320","2320","2320","2320"
"Kyrgyzstan","Uzbekistan","2005","17","17","17","17"
"Latvia","Afghanistan","2005","1","","1",""
"Latvia","Belarus","2005","3","","3",""
"Latvia","Dem. Rep. of the Congo","2005","1","","1",""
"Latvia","Iraq","2005","1","","1",""
"Latvia","Pakistan","2005","3","","3",""
"Latvia","Russian Federation","2005","1","","1",""
"Latvia","Sudan","2005","1","","1",""
"Lebanon","Afghanistan","2005","13","13","13","13"
"Lebanon","Algeria","2005","11","11","11","11"
"Lebanon","Egypt","2005","9","9","9","9"
"Lebanon","Iraq","2005","797","797","797","797"
"Lebanon","Jordan","2005","20","20","20","20"
"Lebanon","Liberia","2005","9","9","9","9"
"Lebanon","Nigeria","2005","4","","4",""
"Lebanon","Saudi Arabia","2005","1","1","1","1"
"Lebanon","Sierra Leone","2005","20","20","20","20"
"Lebanon","Somalia","2005","29","29","29","29"
"Lebanon","Stateless","2005","6","6","6","6"
"Lebanon","Sudan","2005","119","119","119","119"
"Lebanon","Tunisia","2005","12","12","12","12"
"Lebanon","Turkey","2005","18","18","18","18"
"Lebanon","Yemen","2005","10","9","10","9"
"Liberia","Algeria","2005","1","1","1","1"
"Liberia","Chad","2005","1","1","1","1"
"Liberia","Côte d'Ivoire","2005","6592","1228","6592","1228"
"Liberia","Dem. Rep. of the Congo","2005","4","4","4","4"
"Liberia","Iraq","2005","3","","3",""
"Liberia","Rwanda","2005","2","2","2","2"
"Liberia","Sierra Leone","2005","3546","3546","3546","3546"
"Liberia","Somalia","2005","1","","1",""
"Liberia","State of Palestine","2005","1","1","1","1"
"Liberia","Sudan","2005","13","13","13","13"
"Liberia","Togo","2005","2","2","2","2"
"Liberia","Uganda","2005","2","","2",""
"Libya","Bosnia and Herzegovina","2005","4","2","4","2"
"Libya","Burundi","2005","2","","2",""
"Libya","Chad","2005","10","3","10","3"
"Libya","Côte d'Ivoire","2005","25","15","25","15"
"Libya","Dem. Rep. of the Congo","2005","5","3","5","3"
"Libya","Eritrea","2005","4","1","4","1"
"Libya","Ethiopia","2005","2","","2",""
"Libya","Iraq","2005","43","7","43","7"
"Libya","Liberia","2005","152","80","152","80"
"Libya","Mauritania","2005","1","","1",""
"Libya","Rwanda","2005","9","","9",""
"Libya","Sierra Leone","2005","94","35","94","35"
"Libya","Somalia","2005","2938","1209","2938","1209"
"Libya","State of Palestine","2005","8873","2277","8873","2277"
"Libya","Stateless","2005","1","1","1","1"
"Libya","Sudan","2005","3","3","3","3"
"Liechtenstein","Algeria","2005","2","","2",""
"Liechtenstein","Armenia","2005","8","","8",""
"Liechtenstein","Bosnia and Herzegovina","2005","65","","65",""
"Liechtenstein","Serbia (and Kosovo: S/RES/1244 (1999))","2005","37","","37",""
"Liechtenstein","Tibetans","2005","38","","38",""
"Lithuania","Afghanistan","2005","96","","96",""
"Lithuania","Azerbaijan","2005","3","","3",""
"Lithuania","Dem. Rep. of the Congo","2005","1","","1",""
"Lithuania","Georgia","2005","2","","2",""
"Lithuania","Iraq","2005","9","","9",""
"Lithuania","Islamic Rep. of Iran","2005","6","","6",""
"Lithuania","Nigeria","2005","3","","3",""
"Lithuania","Russian Federation","2005","378","","378",""
"Lithuania","Somalia","2005","22","","22",""
"Lithuania","Sri Lanka","2005","1","","1",""
"Lithuania","State of Palestine","2005","2","","2",""
"Lithuania","Stateless","2005","6","","6",""
"Lithuania","Togo","2005","1","","1",""
"Lithuania","Yemen","2005","1","","1",""
"Luxembourg","Various","2005","1822","","1822",""
"Malawi","Burundi","2005","1310","1310","1310","1310"
"Malawi","Dem. Rep. of the Congo","2005","1099","1099","1099","1099"
"Malawi","Eritrea","2005","4","4","4","4"
"Malawi","Ethiopia","2005","5","5","5","5"
"Malawi","Kenya","2005","1","1","1","1"
"Malawi","Rwanda","2005","1744","1744","1744","1744"
"Malawi","Sierra Leone","2005","1","1","1","1"
"Malawi","Somalia","2005","73","73","73","73"
"Malawi","Sudan","2005","3","3","3","3"
"Malaysia","Afghanistan","2005","51","51","51","51"
"Malaysia","Algeria","2005","6","6","6","6"
"Malaysia","Bangladesh","2005","2","2","2","2"
"Malaysia","Burundi","2005","2","2","2","2"
"Malaysia","Cambodia","2005","6","6","6","6"
"Malaysia","China","2005","15","15","15","15"
"Malaysia","Dem. Rep. of the Congo","2005","1","1","1","1"
"Malaysia","Eritrea","2005","1","1","1","1"
"Malaysia","India","2005","1","1","1","1"
"Malaysia","Indonesia","2005","19153","19153","19153","19153"
"Malaysia","Iraq","2005","27","27","27","27"
"Malaysia","Islamic Rep. of Iran","2005","11","11","11","11"
"Malaysia","Liberia","2005","13","13","13","13"
"Malaysia","Myanmar","2005","14208","14208","14208","14208"
"Malaysia","Nepal","2005","10","10","10","10"
"Malaysia","Nigeria","2005","1","1","1","1"
"Malaysia","Pakistan","2005","9","9","9","9"
"Malaysia","Philippines","2005","3","3","3","3"
"Malaysia","Russian Federation","2005","7","7","7","7"
"Malaysia","Rwanda","2005","2","2","2","2"
"Malaysia","Somalia","2005","19","19","19","19"
"Malaysia","Sri Lanka","2005","30","30","30","30"
"Malaysia","State of Palestine","2005","2","2","2","2"
"Malaysia","Sudan","2005","17","17","17","17"
"Malaysia","Thailand","2005","87","87","87","87"
"Malaysia","Tunisia","2005","4","4","4","4"
"Malaysia","Uganda","2005","1","1","1","1"
"Malaysia","Viet Nam","2005","1","1","1","1"
"Malaysia","Zimbabwe","2005","3","3","3","3"
"Mali","Algeria","2005","1","1","1","1"
"Mali","Burundi","2005","50","50","50","50"
"Mali","Cameroon","2005","20","20","20","20"
"Mali","Central African Rep.","2005","5","5","5","5"
"Mali","Chad","2005","41","41","41","41"
"Mali","Congo","2005","50","50","50","50"
"Mali","Côte d'Ivoire","2005","2712","2712","2712","2712"
"Mali","Dem. Rep. of the Congo","2005","116","116","116","116"
"Mali","Liberia","2005","423","423","423","423"
"Mali","Mauritania","2005","6165","6165","6165","6165"
"Mali","Nigeria","2005","76","76","76","76"
"Mali","Rwanda","2005","85","85","85","85"
"Mali","Sierra Leone","2005","1344","1344","1344","1344"
"Mali","Togo","2005","59","59","59","59"
"Mali","Various","2005","86","86","86","86"
"Malta","Afghanistan","2005","8","","8",""
"Malta","Algeria","2005","50","","50",""
"Malta","Côte d'Ivoire","2005","19","","19",""
"Malta","Dem. Rep. of the Congo","2005","68","","68",""
"Malta","Egypt","2005","3","","3",""
"Malta","Eritrea","2005","260","","260",""
"Malta","Ethiopia","2005","28","","28",""
"Malta","Iraq","2005","110","","110",""
"Malta","Islamic Rep. of Iran","2005","4","","4",""
"Malta","Latvia","2005","4","","4",""
"Malta","Liberia","2005","6","","6",""
"Malta","Libya","2005","11","","11",""
"Malta","Mali","2005","1","","1",""
"Malta","Morocco","2005","8","","8",""
"Malta","Pakistan","2005","2","","2",""
"Malta","Romania","2005","4","","4",""
"Malta","Rwanda","2005","1","","1",""
"Malta","Serbia (and Kosovo: S/RES/1244 (1999))","2005","42","","42",""
"Malta","Sierra Leone","2005","23","","23",""
"Malta","Slovenia","2005","3","","3",""
"Malta","Somalia","2005","468","","468",""
"Malta","Sri Lanka","2005","14","","14",""
"Malta","State of Palestine","2005","58","","58",""
"Malta","Sudan","2005","93","","93",""
"Malta","Syrian Arab Rep.","2005","8","","8",""
"Malta","Tunisia","2005","8","","8",""
"Malta","Turkey","2005","23","","23",""
"Malta","Various","2005","612","","612",""
"Mauritania","Central African Rep.","2005","9","9","9","9"
"Mauritania","Congo","2005","15","15","15","15"
"Mauritania","Côte d'Ivoire","2005","97","97","97","97"
"Mauritania","Dem. Rep. of the Congo","2005","30","30","30","30"
"Mauritania","Guinea","2005","7","7","7","7"
"Mauritania","Liberia","2005","156","156","156","156"
"Mauritania","Sierra Leone","2005","288","288","288","288"
"Mauritania","Sudan","2005","2","2","2","2"
"Mauritania","Togo","2005","25","25","25","25"
"Mauritania","Uganda","2005","1","1","1","1"
"Mauritania","Various","2005","2","2","2","2"
"Mexico","Albania","2005","4","","4",""
"Mexico","Algeria","2005","1","1","1","1"
"Mexico","Angola","2005","2","2","2","2"
"Mexico","Armenia","2005","1","1","1","1"
"Mexico","Bangladesh","2005","5","4","5","4"
"Mexico","Bolivia (Plurinational State of)","2005","1","","1",""
"Mexico","Chile","2005","2","","2",""
"Mexico","China","2005","1","","1",""
"Mexico","Colombia","2005","63","20","63","20"
"Mexico","Congo","2005","7","","7",""
"Mexico","Côte d'Ivoire","2005","4","","4",""
"Mexico","Cuba","2005","27","5","27","5"
"Mexico","Dem. People's Rep. of Korea","2005","1","","1",""
"Mexico","Dem. Rep. of the Congo","2005","36","36","36","36"
"Mexico","Ecuador","2005","1","","1",""
"Mexico","El Salvador","2005","1680","30","1680","30"
"Mexico","Ethiopia","2005","1","1","1","1"
"Mexico","Ghana","2005","1","","1",""
"Mexico","Guatemala","2005","1231","18","1231","18"
"Mexico","Haiti","2005","19","10","19","10"
"Mexico","Honduras","2005","47","20","47","20"
"Mexico","Iraq","2005","8","2","8","2"
"Mexico","Islamic Rep. of Iran","2005","11","5","11","5"
"Mexico","Jordan","2005","1","","1",""
"Mexico","Kenya","2005","1","","1",""
"Mexico","Lebanon","2005","2","","2",""
"Mexico","Myanmar","2005","5","","5",""
"Mexico","Nicaragua","2005","19","8","19","8"
"Mexico","Nigeria","2005","3","","3",""
"Mexico","Pakistan","2005","1","","1",""
"Mexico","Peru","2005","19","6","19","6"
"Mexico","Russian Federation","2005","4","","4",""
"Mexico","Serbia (and Kosovo: S/RES/1244 (1999))","2005","5","2","5","2"
"Mexico","Sierra Leone","2005","3","","3",""
"Mexico","Sri Lanka","2005","5","","5",""
"Mexico","Sudan","2005","2","2","2","2"
"Mexico","Turkey","2005","2","","2",""
"Mexico","Uzbekistan","2005","2","2","2","2"
"Mexico","Venezuela (Bolivarian Republic of)","2005","1","1","1","1"
"Morocco","Algeria","2005","7","2","7","2"
"Morocco","Angola","2005","2","","2",""
"Morocco","Bulgaria","2005","1","","1",""
"Morocco","Cameroon","2005","2","","2",""
"Morocco","Chad","2005","2","1","2","1"
"Morocco","China","2005","3","","3",""
"Morocco","Congo","2005","6","","6",""
"Morocco","Côte d'Ivoire","2005","20","10","20","10"
"Morocco","Dem. Rep. of the Congo","2005","47","9","47","9"
"Morocco","Ethiopia","2005","1","","1",""
"Morocco","Iraq","2005","9","1","9","1"
"Morocco","Islamic Rep. of Iran","2005","1","","1",""
"Morocco","Liberia","2005","28","2","28","2"
"Morocco","Libya","2005","2","","2",""
"Morocco","Mauritania","2005","2","","2",""
"Morocco","Pakistan","2005","7","1","7","1"
"Morocco","Poland","2005","3","","3",""
"Morocco","Russian Federation","2005","1","","1",""
"Morocco","Rwanda","2005","4","","4",""
"Morocco","Sierra Leone","2005","34","2","34","2"
"Morocco","State of Palestine","2005","25","1","25","1"
"Morocco","Sudan","2005","7","1","7","1"
"Morocco","Syrian Arab Rep.","2005","3","","3",""
"Morocco","Tunisia","2005","2","1","2","1"
"Mozambique","Afghanistan","2005","1","","1",""
"Mozambique","Angola","2005","1","","1",""
"Mozambique","Burundi","2005","442","110","442","110"
"Mozambique","Congo","2005","2","","2",""
"Mozambique","Dem. Rep. of the Congo","2005","1079","868","1079","868"
"Mozambique","Liberia","2005","1","","1",""
"Mozambique","Madagascar","2005","1","","1",""
"Mozambique","Rwanda","2005","413","117","413","117"
"Mozambique","Sierra Leone","2005","1","","1",""
"Mozambique","Somalia","2005","10","","10",""
"Mozambique","Sudan","2005","3","","3",""
"Namibia","Angola","2005","4666","4666","4666","4666"
"Namibia","Burundi","2005","61","61","61","61"
"Namibia","Cameroon","2005","2","2","2","2"
"Namibia","Central African Rep.","2005","2","2","2","2"
"Namibia","Congo","2005","10","10","10","10"
"Namibia","Dem. Rep. of the Congo","2005","554","554","554","554"
"Namibia","Ethiopia","2005","1","1","1","1"
"Namibia","Liberia","2005","6","6","6","6"
"Namibia","Rwanda","2005","1","1","1","1"
"Namibia","Somalia","2005","1","1","1","1"
"Namibia","Sudan","2005","2","2","2","2"
"Namibia","Uganda","2005","1","1","1","1"
"Nepal","Bhutan","2005","106248","106248","106248","106248"
"Nepal","Cameroon","2005","1","1","1","1"
"Nepal","China","2005","1","1","1","1"
"Nepal","Egypt","2005","1","1","1","1"
"Nepal","Ethiopia","2005","1","1","1","1"
"Nepal","Islamic Rep. of Iran","2005","4","4","4","4"
"Nepal","Myanmar","2005","9","8","9","8"
"Nepal","Pakistan","2005","12","12","12","12"
"Nepal","Somalia","2005","4","4","4","4"
"Nepal","Sri Lanka","2005","2","2","2","2"
"Nepal","Tibetans","2005","20153","","20153",""
"Netherlands","Afghanistan","2005","25086","","25086",""
"Netherlands","Albania","2005","144","","144",""
"Netherlands","Algeria","2005","344","","344",""
"Netherlands","Andorra","2005","1","","1",""
"Netherlands","Angola","2005","3121","","3121",""
"Netherlands","Argentina","2005","1","","1",""
"Netherlands","Armenia","2005","1512","","1512",""
"Netherlands","Azerbaijan","2005","2142","","2142",""
"Netherlands","Bahrain","2005","1","","1",""
"Netherlands","Bangladesh","2005","62","","62",""
"Netherlands","Belarus","2005","68","","68",""
"Netherlands","Belgium","2005","1","","1",""
"Netherlands","Belize","2005","1","","1",""
"Netherlands","Benin","2005","10","","10",""
"Netherlands","Bhutan","2005","27","","27",""
"Netherlands","Bosnia and Herzegovina","2005","6435","","6435",""
"Netherlands","Brazil","2005","3","","3",""
"Netherlands","Bulgaria","2005","23","","23",""
"Netherlands","Burkina Faso","2005","11","","11",""
"Netherlands","Burundi","2005","2033","","2033",""
"Netherlands","Cabo Verde","2005","1","","1",""
"Netherlands","Cambodia","2005","41","","41",""
"Netherlands","Cameroon","2005","156","","156",""
"Netherlands","Central African Rep.","2005","8","","8",""
"Netherlands","Chad","2005","23","","23",""
"Netherlands","Chile","2005","1","","1",""
"Netherlands","China","2005","2145","","2145",""
"Netherlands","Colombia","2005","341","","341",""
"Netherlands","Congo","2005","612","","612",""
"Netherlands","Côte d'Ivoire","2005","126","","126",""
"Netherlands","Croatia","2005","730","","730",""
"Netherlands","Cuba","2005","9","","9",""
"Netherlands","Czech Rep.","2005","30","","30",""
"Netherlands","Dem. People's Rep. of Korea","2005","18","","18",""
"Netherlands","Dem. Rep. of the Congo","2005","2102","","2102",""
"Netherlands","Djibouti","2005","12","","12",""
"Netherlands","Ecuador","2005","3","","3",""
"Netherlands","Egypt","2005","37","","37",""
"Netherlands","Equatorial Guinea","2005","1","","1",""
"Netherlands","Eritrea","2005","494","","494",""
"Netherlands","Estonia","2005","8","","8",""
"Netherlands","Ethiopia","2005","706","","706",""
"Netherlands","France","2005","1","","1",""
"Netherlands","Gabon","2005","3","","3",""
"Netherlands","Gambia","2005","7","","7",""
"Netherlands","Georgia","2005","693","","693",""
"Netherlands","Germany","2005","3","","3",""
"Netherlands","Ghana","2005","14","","14",""
"Netherlands","Greece","2005","1","","1",""
"Netherlands","Guinea","2005","975","","975",""
"Netherlands","Guinea-Bissau","2005","25","","25",""
"Netherlands","Haiti","2005","2","","2",""
"Netherlands","Honduras","2005","4","","4",""
"Netherlands","Hungary","2005","7","","7",""
"Netherlands","India","2005","20","","20",""
"Netherlands","Indonesia","2005","19","","19",""
"Netherlands","Iraq","2005","26618","","26618",""
"Netherlands","Islamic Rep. of Iran","2005","5573","","5573",""
"Netherlands","Israel","2005","16","","16",""
"Netherlands","Jamaica","2005","1","","1",""
"Netherlands","Jordan","2005","11","","11",""
"Netherlands","Kazakhstan","2005","135","","135",""
"Netherlands","Kenya","2005","28","","28",""
"Netherlands","Kuwait","2005","12","","12",""
"Netherlands","Kyrgyzstan","2005","46","","46",""
"Netherlands","Latvia","2005","8","","8",""
"Netherlands","Lebanon","2005","176","","176",""
"Netherlands","Liberia","2005","1013","","1013",""
"Netherlands","Libya","2005","86","","86",""
"Netherlands","Lithuania","2005","12","","12",""
"Netherlands","Malawi","2005","1","","1",""
"Netherlands","Malaysia","2005","2","","2",""
"Netherlands","Mali","2005","9","","9",""
"Netherlands","Mauritania","2005","175","","175",""
"Netherlands","Mauritius","2005","2","","2",""
"Netherlands","Mexico","2005","1","","1",""
"Netherlands","Mongolia","2005","50","","50",""
"Netherlands","Morocco","2005","19","","19",""
"Netherlands","Mozambique","2005","2","","2",""
"Netherlands","Myanmar","2005","213","","213",""
"Netherlands","Nepal","2005","35","","35",""
"Netherlands","Niger","2005","75","","75",""
"Netherlands","Nigeria","2005","165","","165",""
"Netherlands","Pakistan","2005","243","","243",""
"Netherlands","Papua New Guinea","2005","12","","12",""
"Netherlands","Peru","2005","8","","8",""
"Netherlands","Philippines","2005","11","","11",""
"Netherlands","Poland","2005","12","","12",""
"Netherlands","Rep. of Korea","2005","9","","9",""
"Netherlands","Rep. of Moldova","2005","27","","27",""
"Netherlands","Romania","2005","43","","43",""
"Netherlands","Russian Federation","2005","1466","","1466",""
"Netherlands","Rwanda","2005","1199","","1199",""
"Netherlands","Saudi Arabia","2005","15","","15",""
"Netherlands","Senegal","2005","5","","5",""
"Netherlands","Serbia (and Kosovo: S/RES/1244 (1999))","2005","3236","","3236",""
"Netherlands","Sierra Leone","2005","3839","","3839",""
"Netherlands","Slovakia","2005","57","","57",""
"Netherlands","Somalia","2005","10715","","10715",""
"Netherlands","South Africa","2005","2","","2",""
"Netherlands","Spain","2005","1","","1",""
"Netherlands","Sri Lanka","2005","1100","","1100",""
"Netherlands","State of Palestine","2005","8","","8",""
"Netherlands","Stateless","2005","925","","925",""
"Netherlands","Sudan","2005","3794","","3794",""
"Netherlands","Suriname","2005","20","","20",""
"Netherlands","Sweden","2005","1","","1",""
"Netherlands","Switzerland","2005","1","","1",""
"Netherlands","Syrian Arab Rep.","2005","1674","","1674",""
"Netherlands","Tajikistan","2005","62","","62",""
"Netherlands","The former Yugoslav Rep. of Macedonia","2005","80","","80",""
"Netherlands","Togo","2005","298","","298",""
"Netherlands","Tunisia","2005","87","","87",""
"Netherlands","Turkey","2005","1306","","1306",""
"Netherlands","Turkmenistan","2005","13","","13",""
"Netherlands","Uganda","2005","67","","67",""
"Netherlands","Ukraine","2005","390","","390",""
"Netherlands","United Kingdom","2005","3","","3",""
"Netherlands","United Rep. of Tanzania","2005","10","","10",""
"Netherlands","United States","2005","5","","5",""
"Netherlands","Uzbekistan","2005","168","","168",""
"Netherlands","Various","2005","2175","","2175",""
"Netherlands","Venezuela (Bolivarian Republic of)","2005","1","","1",""
"Netherlands","Viet Nam","2005","120","","120",""
"Netherlands","Yemen","2005","82","","82",""
"Netherlands","Zambia","2005","1","","1",""
"Netherlands","Zimbabwe","2005","10","","10",""
"New Zealand","Afghanistan","2005","1261","","1261",""
"New Zealand","Albania","2005","2","","2",""
"New Zealand","Algeria","2005","24","","24",""
"New Zealand","Angola","2005","2","","2",""
"New Zealand","Bahrain","2005","1","","1",""
"New Zealand","Bangladesh","2005","3","","3",""
"New Zealand","Belarus","2005","1","","1",""
"New Zealand","Bolivia (Plurinational State of)","2005","1","","1",""
"New Zealand","Bulgaria","2005","1","","1",""
"New Zealand","Burundi","2005","114","","114",""
"New Zealand","Cambodia","2005","19","","19",""
"New Zealand","Cameroon","2005","1","","1",""
"New Zealand","Chile","2005","6","","6",""
"New Zealand","China","2005","60","","60",""
"New Zealand","Colombia","2005","31","","31",""
"New Zealand","Congo","2005","12","","12",""
"New Zealand","Cuba","2005","3","","3",""
"New Zealand","Czech Rep.","2005","50","","50",""
"New Zealand","Dem. People's Rep. of Korea","2005","1","","1",""
"New Zealand","Dem. Rep. of the Congo","2005","24","","24",""
"New Zealand","Djibouti","2005","49","","49",""
"New Zealand","Dominican Rep.","2005","2","","2",""
"New Zealand","Egypt","2005","4","","4",""
"New Zealand","Eritrea","2005","96","","96",""
"New Zealand","Ethiopia","2005","321","","321",""
"New Zealand","Georgia","2005","1","","1",""
"New Zealand","Guinea","2005","1","","1",""
"New Zealand","Hungary","2005","1","","1",""
"New Zealand","India","2005","10","","10",""
"New Zealand","Indonesia","2005","3","","3",""
"New Zealand","Iraq","2005","866","","866",""
"New Zealand","Islamic Rep. of Iran","2005","710","","710",""
"New Zealand","Israel","2005","2","","2",""
"New Zealand","Jordan","2005","15","","15",""
"New Zealand","Kiribati","2005","1","","1",""
"New Zealand","Kuwait","2005","59","","59",""
"New Zealand","Kyrgyzstan","2005","4","","4",""
"New Zealand","Lao People's Dem. Rep.","2005","3","","3",""
"New Zealand","Lebanon","2005","10","","10",""
"New Zealand","Liberia","2005","5","","5",""
"New Zealand","Libya","2005","9","","9",""
"New Zealand","Macao SAR, China","2005","1","","1",""
"New Zealand","Madagascar","2005","3","","3",""
"New Zealand","Malaysia","2005","6","","6",""
"New Zealand","Mongolia","2005","5","","5",""
"New Zealand","Morocco","2005","4","","4",""
"New Zealand","Myanmar","2005","192","","192",""
"New Zealand","Nepal","2005","9","","9",""
"New Zealand","Nigeria","2005","2","","2",""
"New Zealand","Pakistan","2005","17","","17",""
"New Zealand","Russian Federation","2005","3","","3",""
"New Zealand","Rwanda","2005","20","","20",""
"New Zealand","Saudi Arabia","2005","2","","2",""
"New Zealand","Serbia (and Kosovo: S/RES/1244 (1999))","2005","5","","5",""
"New Zealand","Sierra Leone","2005","3","","3",""
"New Zealand","Slovakia","2005","2","","2",""
"New Zealand","Solomon Islands","2005","1","","1",""
"New Zealand","Somalia","2005","434","","434",""
"New Zealand","South Africa","2005","1","","1",""
"New Zealand","Sri Lanka","2005","201","","201",""
"New Zealand","State of Palestine","2005","57","","57",""
"New Zealand","Stateless","2005","6","","6",""
"New Zealand","Sudan","2005","224","","224",""
"New Zealand","Syrian Arab Rep.","2005","37","","37",""
"New Zealand","Thailand","2005","3","","3",""
"New Zealand","The former Yugoslav Rep. of Macedonia","2005","1","","1",""
"New Zealand","Togo","2005","1","","1",""
"New Zealand","Tunisia","2005","3","","3",""
"New Zealand","Turkey","2005","27","","27",""
"New Zealand","Uganda","2005","8","","8",""
"New Zealand","Ukraine","2005","1","","1",""
"New Zealand","Various","2005","111","","111",""
"New Zealand","Viet Nam","2005","10","","10",""
"New Zealand","Yemen","2005","8","","8",""
"New Zealand","Zimbabwe","2005","110","","110",""
"Nicaragua","Colombia","2005","12","6","12","6"
"Nicaragua","Cuba","2005","8","4","8","4"
"Nicaragua","El Salvador","2005","192","30","192","30"
"Nicaragua","Ghana","2005","1","","1",""
"Nicaragua","India","2005","1","1","1","1"
"Nicaragua","Liberia","2005","1","1","1","1"
"Nicaragua","Nigeria","2005","1","1","1","1"
"Nicaragua","Peru","2005","2","","2",""
"Nicaragua","Sierra Leone","2005","3","","3",""
"Nicaragua","Somalia","2005","5","2","5","2"
"Nicaragua","United Rep. of Tanzania","2005","1","","1",""
"Niger","Cameroon","2005","4","4","4","4"
"Niger","Central African Rep.","2005","1","1","1","1"
"Niger","Chad","2005","120","","120",""
"Niger","Congo","2005","2","2","2","2"
"Niger","Côte d'Ivoire","2005","15","15","15","15"
"Niger","Dem. Rep. of the Congo","2005","86","86","86","86"
"Niger","Iraq","2005","6","6","6","6"
"Niger","Liberia","2005","2","2","2","2"
"Niger","Rwanda","2005","36","36","36","36"
"Niger","Somalia","2005","11","11","11","11"
"Niger","State of Palestine","2005","3","3","3","3"
"Niger","Sudan","2005","13","13","13","13"
"Niger","Togo","2005","2","2","2","2"
"Nigeria","Angola","2005","8","8","8","8"
"Nigeria","Burundi","2005","6","6","6","6"
"Nigeria","Cameroon","2005","56","56","56","56"
"Nigeria","Central African Rep.","2005","6","6","6","6"
"Nigeria","Chad","2005","61","61","61","61"
"Nigeria","Congo","2005","3","3","3","3"
"Nigeria","Côte d'Ivoire","2005","42","42","42","42"
"Nigeria","Dem. Rep. of the Congo","2005","703","703","703","703"
"Nigeria","Equatorial Guinea","2005","4","4","4","4"
"Nigeria","Eritrea","2005","10","10","10","10"
"Nigeria","Ethiopia","2005","33","33","33","33"
"Nigeria","Ghana","2005","70","70","70","70"
"Nigeria","Guinea","2005","23","23","23","23"
"Nigeria","Guinea-Bissau","2005","6","6","6","6"
"Nigeria","Liberia","2005","6051","6051","6051","6051"
"Nigeria","Libya","2005","1","1","1","1"
"Nigeria","Rwanda","2005","38","38","38","38"
"Nigeria","Sierra Leone","2005","1670","1670","1670","1670"
"Nigeria","Somalia","2005","27","27","27","27"
"Nigeria","Sri Lanka","2005","12","12","12","12"
"Nigeria","State of Palestine","2005","2","2","2","2"
"Nigeria","Sudan","2005","173","173","173","173"
"Nigeria","Togo","2005","12","12","12","12"
"Nigeria","Uganda","2005","2","2","2","2"
