"Country or territory of asylum or residence","Country or territory of origin","Year","Refugees","Refugees assisted by UNHCR","Total refugees and people in refugee-like situations","Total refugees and people in refugee-like situations assisted by UNHCR"
"Japan","Viet Nam","2004","1419","4","1419","4"
"Jordan","Afghanistan","2004","2","","2",""
"Jordan","Algeria","2004","1","","1",""
"Jordan","Bosnia and Herzegovina","2004","12","","12",""
"Jordan","Dem. Rep. of the Congo","2004","1","","1",""
"Jordan","Eritrea","2004","1","","1",""
"Jordan","Ethiopia","2004","3","","3",""
"Jordan","Iraq","2004","889","","889",""
"Jordan","Kuwait","2004","1","","1",""
"Jordan","Lebanon","2004","4","","4",""
"Jordan","Libya","2004","1","","1",""
"Jordan","Russian Federation","2004","79","","79",""
"Jordan","Saudi Arabia","2004","4","","4",""
"Jordan","Somalia","2004","47","","47",""
"Jordan","Stateless","2004","12","","12",""
"Jordan","Sudan","2004","4","","4",""
"Jordan","Syrian Arab Rep.","2004","37","","37",""
"Jordan","Yemen","2004","2","","2",""
"Kazakhstan","Afghanistan","2004","670","506","670","506"
"Kazakhstan","China","2004","24","22","24","22"
"Kazakhstan","Ethiopia","2004","5","5","5","5"
"Kazakhstan","Russian Federation","2004","13684","1994","13684","1994"
"Kazakhstan","Somalia","2004","1","1","1","1"
"Kazakhstan","State of Palestine","2004","11","9","11","9"
"Kazakhstan","Tajikistan","2004","1446","20","1446","20"
"Kazakhstan","Uzbekistan","2004","3","3","3","3"
"Kenya","Burundi","2004","782","782","782","782"
"Kenya","Central African Rep.","2004","1","1","1","1"
"Kenya","Dem. Rep. of the Congo","2004","2367","2367","2367","2367"
"Kenya","Eritrea","2004","461","461","461","461"
"Kenya","Ethiopia","2004","12595","12595","12595","12595"
"Kenya","Rwanda","2004","1541","1541","1541","1541"
"Kenya","Somalia","2004","153627","153627","153627","153627"
"Kenya","Sudan","2004","67556","67556","67556","67556"
"Kenya","Uganda","2004","904","904","904","904"
"Kenya","United Rep. of Tanzania","2004","1","1","1","1"
"Kuwait","Afghanistan","2004","78","53","78","53"
"Kuwait","Iraq","2004","418","276","418","276"
"Kuwait","Somalia","2004","107","65","107","65"
"Kuwait","State of Palestine","2004","910","400","910","400"
"Kuwait","Various","2004","6","6","6","6"
"Kyrgyzstan","Afghanistan","2004","258","199","258","199"
"Kyrgyzstan","China","2004","4","4","4","4"
"Kyrgyzstan","India","2004","4","4","4","4"
"Kyrgyzstan","Iraq","2004","4","4","4","4"
"Kyrgyzstan","Islamic Rep. of Iran","2004","5","5","5","5"
"Kyrgyzstan","Syrian Arab Rep.","2004","6","6","6","6"
"Kyrgyzstan","Tajikistan","2004","3472","3124","3472","3124"
"Latvia","Afghanistan","2004","1","","1",""
"Latvia","Belarus","2004","3","","3",""
"Latvia","Dem. Rep. of the Congo","2004","1","","1",""
"Latvia","Iraq","2004","1","","1",""
"Latvia","Pakistan","2004","3","","3",""
"Latvia","Russian Federation","2004","1","","1",""
"Latvia","Various","2004","1","","1",""
"Lebanon","Afghanistan","2004","31","14","31","14"
"Lebanon","Algeria","2004","21","19","21","19"
"Lebanon","Bahrain","2004","1","","1",""
"Lebanon","Burundi","2004","1","1","1","1"
"Lebanon","Chad","2004","1","1","1","1"
"Lebanon","Dem. Rep. of the Congo","2004","9","5","9","5"
"Lebanon","Egypt","2004","9","7","9","7"
"Lebanon","Eritrea","2004","2","3","2","3"
"Lebanon","Ethiopia","2004","3","4","3","4"
"Lebanon","Iraq","2004","1148","902","1148","902"
"Lebanon","Islamic Rep. of Iran","2004","7","7","7","7"
"Lebanon","Jordan","2004","24","12","24","12"
"Lebanon","Liberia","2004","9","13","9","13"
"Lebanon","Nigeria","2004","4","","4",""
"Lebanon","Saudi Arabia","2004","3","1","3","1"
"Lebanon","Sierra Leone","2004","29","48","29","48"
"Lebanon","Somalia","2004","79","76","79","76"
"Lebanon","Stateless","2004","7","3","7","3"
"Lebanon","Sudan","2004","311","479","311","479"
"Lebanon","Tunisia","2004","26","24","26","24"
"Lebanon","Turkey","2004","19","16","19","16"
"Lebanon","Yemen","2004","9","6","9","6"
"Liberia","Algeria","2004","1","1","1","1"
"Liberia","Chad","2004","1","","1",""
"Liberia","Côte d'Ivoire","2004","12408","624","12408","624"
"Liberia","Dem. Rep. of the Congo","2004","4","4","4","4"
"Liberia","Rwanda","2004","1","1","1","1"
"Liberia","Sierra Leone","2004","2735","2735","2735","2735"
"Liberia","Somalia","2004","1","1","1","1"
"Liberia","State of Palestine","2004","1","1","1","1"
"Liberia","Sudan","2004","15","15","15","15"
"Liberia","Togo","2004","3","2","3","2"
"Liberia","Uganda","2004","2","","2",""
"Libya","Bosnia and Herzegovina","2004","4","2","4","2"
"Libya","Burundi","2004","2","","2",""
"Libya","Chad","2004","10","3","10","3"
"Libya","Côte d'Ivoire","2004","25","15","25","15"
"Libya","Dem. Rep. of the Congo","2004","5","3","5","3"
"Libya","Eritrea","2004","4","1","4","1"
"Libya","Ethiopia","2004","2","","2",""
"Libya","Iraq","2004","43","7","43","7"
"Libya","Liberia","2004","152","80","152","80"
"Libya","Mauritania","2004","1","","1",""
"Libya","Rwanda","2004","9","","9",""
"Libya","Sierra Leone","2004","94","35","94","35"
"Libya","Somalia","2004","2938","1209","2938","1209"
"Libya","State of Palestine","2004","8873","2277","8873","2277"
"Libya","Stateless","2004","1","1","1","1"
"Libya","Sudan","2004","3","3","3","3"
"Liechtenstein","Algeria","2004","2","","2",""
"Liechtenstein","Armenia","2004","8","","8",""
"Liechtenstein","Bosnia and Herzegovina","2004","65","","65",""
"Liechtenstein","Serbia (and Kosovo: S/RES/1244 (1999))","2004","36","","36",""
"Liechtenstein","Tibetans","2004","38","","38",""
"Lithuania","Afghanistan","2004","94","94","94","94"
"Lithuania","Azerbaijan","2004","3","3","3","3"
"Lithuania","Congo","2004","1","1","1","1"
"Lithuania","Georgia","2004","2","2","2","2"
"Lithuania","Iraq","2004","9","9","9","9"
"Lithuania","Islamic Rep. of Iran","2004","6","6","6","6"
"Lithuania","Nigeria","2004","3","3","3","3"
"Lithuania","Russian Federation","2004","322","322","322","322"
"Lithuania","Somalia","2004","22","22","22","22"
"Lithuania","Stateless","2004","6","6","6","6"
"Lithuania","Ukraine","2004","1","1","1","1"
"Lithuania","Yemen","2004","1","1","1","1"
"Luxembourg","Various","2004","1590","","1590",""
"Malawi","Burundi","2004","980","980","980","980"
"Malawi","Dem. Rep. of the Congo","2004","860","860","860","860"
"Malawi","Eritrea","2004","4","4","4","4"
"Malawi","Ethiopia","2004","5","5","5","5"
"Malawi","Kenya","2004","1","1","1","1"
"Malawi","Rwanda","2004","1753","1753","1753","1753"
"Malawi","Somalia","2004","74","74","74","74"
"Malawi","Sudan","2004","3","3","3","3"
"Malawi","Uganda","2004","1","1","1","1"
"Malawi","Various","2004","1","1","1","1"
"Malaysia","Afghanistan","2004","26","26","26","26"
"Malaysia","Algeria","2004","1","1","1","1"
"Malaysia","Burundi","2004","2","2","2","2"
"Malaysia","China","2004","6","6","6","6"
"Malaysia","Indonesia","2004","15181","15181","15181","15181"
"Malaysia","Iraq","2004","31","31","31","31"
"Malaysia","Islamic Rep. of Iran","2004","13","13","13","13"
"Malaysia","Liberia","2004","6","6","6","6"
"Malaysia","Myanmar","2004","9601","9601","9601","9601"
"Malaysia","Nigeria","2004","1","1","1","1"
"Malaysia","Pakistan","2004","6","6","6","6"
"Malaysia","Philippines","2004","3","3","3","3"
"Malaysia","Russian Federation","2004","4","4","4","4"
"Malaysia","Rwanda","2004","2","2","2","2"
"Malaysia","Somalia","2004","9","9","9","9"
"Malaysia","Sri Lanka","2004","6","6","6","6"
"Malaysia","Sudan","2004","3","3","3","3"
"Malaysia","Tunisia","2004","2","2","2","2"
"Malaysia","Viet Nam","2004","2","2","2","2"
"Mali","Algeria","2004","1","1","1","1"
"Mali","Burundi","2004","49","46","49","46"
"Mali","Cameroon","2004","20","20","20","20"
"Mali","Central African Rep.","2004","4","4","4","4"
"Mali","Chad","2004","40","39","40","39"
"Mali","Congo","2004","48","46","48","46"
"Mali","Côte d'Ivoire","2004","2704","2704","2704","2704"
"Mali","Dem. Rep. of the Congo","2004","106","100","106","100"
"Mali","Liberia","2004","446","434","446","434"
"Mali","Mauritania","2004","6185","6148","6185","6148"
"Mali","Nigeria","2004","76","76","76","76"
"Mali","Rwanda","2004","88","87","88","87"
"Mali","Sierra Leone","2004","1344","1370","1344","1370"
"Mali","Togo","2004","59","58","59","58"
"Mali","Various","2004","86","86","86","86"
"Malta","Afghanistan","2004","8","","8",""
"Malta","Algeria","2004","68","","68",""
"Malta","Côte d'Ivoire","2004","18","","18",""
"Malta","Dem. Rep. of the Congo","2004","66","","66",""
"Malta","Egypt","2004","3","","3",""
"Malta","Eritrea","2004","30","","30",""
"Malta","Ethiopia","2004","24","","24",""
"Malta","Iraq","2004","130","","130",""
"Malta","Islamic Rep. of Iran","2004","4","","4",""
"Malta","Latvia","2004","4","","4",""
"Malta","Lebanon","2004","1","","1",""
"Malta","Liberia","2004","6","","6",""
"Malta","Libya","2004","11","","11",""
"Malta","Mali","2004","1","","1",""
"Malta","Morocco","2004","8","","8",""
"Malta","Pakistan","2004","1","","1",""
"Malta","Romania","2004","4","","4",""
"Malta","Rwanda","2004","1","","1",""
"Malta","Serbia (and Kosovo: S/RES/1244 (1999))","2004","41","","41",""
"Malta","Sierra Leone","2004","28","","28",""
"Malta","Slovenia","2004","3","","3",""
"Malta","Somalia","2004","254","","254",""
"Malta","Sri Lanka","2004","12","","12",""
"Malta","State of Palestine","2004","62","","62",""
"Malta","Sudan","2004","118","","118",""
"Malta","Syrian Arab Rep.","2004","10","","10",""
"Malta","Tunisia","2004","8","","8",""
"Malta","Turkey","2004","22","","22",""
"Malta","Various","2004","612","","612",""
"Mauritania","Angola","2004","1","1","1","1"
"Mauritania","Congo","2004","3","3","3","3"
"Mauritania","Côte d'Ivoire","2004","22","22","22","22"
"Mauritania","Dem. Rep. of the Congo","2004","9","9","9","9"
"Mauritania","Guinea","2004","7","7","7","7"
"Mauritania","Liberia","2004","136","136","136","136"
"Mauritania","Sierra Leone","2004","287","287","287","287"
"Mauritania","Sudan","2004","1","1","1","1"
"Mauritania","Various","2004","7","7","7","7"
"Mexico","Afghanistan","2004","1","1","1","1"
"Mexico","Albania","2004","4","","4",""
"Mexico","Angola","2004","2","2","2","2"
"Mexico","Bangladesh","2004","3","3","3","3"
"Mexico","Bolivia (Plurinational State of)","2004","1","1","1","1"
"Mexico","Chile","2004","2","4","2","4"
"Mexico","China","2004","1","1","1","1"
"Mexico","Colombia","2004","55","10","55","10"
"Mexico","Congo","2004","7","3","7","3"
"Mexico","Côte d'Ivoire","2004","4","2","4","2"
"Mexico","Cuba","2004","27","6","27","6"
"Mexico","Dem. Rep. of the Congo","2004","17","11","17","11"
"Mexico","Ecuador","2004","1","","1",""
"Mexico","El Salvador","2004","1681","30","1681","30"
"Mexico","Eritrea","2004","10","12","10","12"
"Mexico","Ethiopia","2004","18","24","18","24"
"Mexico","Ghana","2004","1","","1",""
"Mexico","Guatemala","2004","2374","1433","2374","1433"
"Mexico","Haiti","2004","7","1","7","1"
"Mexico","Honduras","2004","42","5","42","5"
"Mexico","Iraq","2004","8","2","8","2"
"Mexico","Islamic Rep. of Iran","2004","11","1","11","1"
"Mexico","Jordan","2004","1","","1",""
"Mexico","Kenya","2004","1","","1",""
"Mexico","Lebanon","2004","2","2","2","2"
"Mexico","Nicaragua","2004","19","8","19","8"
"Mexico","Nigeria","2004","3","","3",""
"Mexico","Pakistan","2004","1","","1",""
"Mexico","Peru","2004","20","2","20","2"
"Mexico","Russian Federation","2004","4","","4",""
"Mexico","Serbia (and Kosovo: S/RES/1244 (1999))","2004","5","1","5","1"
"Mexico","Sierra Leone","2004","3","","3",""
"Mexico","Somalia","2004","","11","","11"
"Mexico","Sri Lanka","2004","5","3","5","3"
"Mexico","Sudan","2004","1","","1",""
"Mexico","Venezuela (Bolivarian Republic of)","2004","1","","1",""
"Morocco","Afghanistan","2004","8","","8",""
"Morocco","Algeria","2004","25","","25",""
"Morocco","Angola","2004","9","","9",""
"Morocco","Armenia","2004","1","","1",""
"Morocco","Bosnia and Herzegovina","2004","8","","8",""
"Morocco","Bulgaria","2004","9","","9",""
"Morocco","Burkina Faso","2004","6","","6",""
"Morocco","Burundi","2004","6","","6",""
"Morocco","Cambodia","2004","6","","6",""
"Morocco","Cameroon","2004","4","","4",""
"Morocco","Central African Rep.","2004","2","","2",""
"Morocco","Chad","2004","10","","10",""
"Morocco","China","2004","7","","7",""
"Morocco","Congo","2004","12","","12",""
"Morocco","Côte d'Ivoire","2004","5","","5",""
"Morocco","Czech Rep.","2004","14","","14",""
"Morocco","Dem. Rep. of the Congo","2004","17","","17",""
"Morocco","Egypt","2004","5","","5",""
"Morocco","Equatorial Guinea","2004","6","","6",""
"Morocco","Eritrea","2004","8","","8",""
"Morocco","Ethiopia","2004","9","","9",""
"Morocco","Iraq","2004","24","","24",""
"Morocco","Islamic Rep. of Iran","2004","7","","7",""
"Morocco","Liberia","2004","26","","26",""
"Morocco","Libya","2004","9","","9",""
"Morocco","Lithuania","2004","6","","6",""
"Morocco","Mauritania","2004","21","","21",""
"Morocco","Nigeria","2004","7","","7",""
"Morocco","Pakistan","2004","4","","4",""
"Morocco","Russian Federation","2004","1","","1",""
"Morocco","Rwanda","2004","11","","11",""
"Morocco","Serbia (and Kosovo: S/RES/1244 (1999))","2004","9","","9",""
"Morocco","Sierra Leone","2004","35","","35",""
"Morocco","Somalia","2004","8","","8",""
"Morocco","South Africa","2004","6","","6",""
"Morocco","State of Palestine","2004","811","","811",""
"Morocco","Stateless","2004","115","","115",""
"Morocco","Sudan","2004","16","","16",""
"Morocco","Syrian Arab Rep.","2004","9","","9",""
"Morocco","Tunisia","2004","6","","6",""
"Morocco","Turkey","2004","7","","7",""
"Morocco","Various","2004","800","","800",""
"Morocco","Viet Nam","2004","6","","6",""
"Mozambique","Afghanistan","2004","1","","1",""
"Mozambique","Angola","2004","1","","1",""
"Mozambique","Bosnia and Herzegovina","2004","1","","1",""
"Mozambique","Burundi","2004","180","","180",""
"Mozambique","China","2004","1","","1",""
"Mozambique","Dem. Rep. of the Congo","2004","275","","275",""
"Mozambique","Ethiopia","2004","3","","3",""
"Mozambique","Madagascar","2004","1","","1",""
"Mozambique","Rwanda","2004","136","","136",""
"Mozambique","Sierra Leone","2004","1","","1",""
"Mozambique","Somalia","2004","21","","21",""
"Mozambique","Sudan","2004","2","","2",""
"Namibia","Angola","2004","12618","6618","12618","6618"
"Namibia","Burundi","2004","25","25","25","25"
"Namibia","Congo","2004","14","14","14","14"
"Namibia","Dem. Rep. of the Congo","2004","100","100","100","100"
"Namibia","Rwanda","2004","1","1","1","1"
"Namibia","Sudan","2004","2","2","2","2"
"Nepal","Bhutan","2004","104915","104915","104915","104915"
"Nepal","China","2004","4","4","4","4"
"Nepal","Egypt","2004","1","1","1","1"
"Nepal","Iraq","2004","1","1","1","1"
"Nepal","Islamic Rep. of Iran","2004","1","1","1","1"
"Nepal","Myanmar","2004","2","1","2","1"
"Nepal","Somalia","2004","2","2","2","2"
"Nepal","Sri Lanka","2004","2","","2",""
"Nepal","Tibetans","2004","20000","","20000",""
"Netherlands","Afghanistan","2004","25907","","25907",""
"Netherlands","Albania","2004","147","","147",""
"Netherlands","Algeria","2004","357","","357",""
"Netherlands","Angola","2004","3296","","3296",""
"Netherlands","Argentina","2004","1","","1",""
"Netherlands","Armenia","2004","1308","","1308",""
"Netherlands","Azerbaijan","2004","1631","","1631",""
"Netherlands","Bahrain","2004","1","","1",""
"Netherlands","Bangladesh","2004","65","","65",""
"Netherlands","Belarus","2004","49","","49",""
"Netherlands","Belgium","2004","1","","1",""
"Netherlands","Belize","2004","1","","1",""
"Netherlands","Benin","2004","10","","10",""
"Netherlands","Bhutan","2004","19","","19",""
"Netherlands","Bosnia and Herzegovina","2004","13518","","13518",""
"Netherlands","Brazil","2004","3","","3",""
"Netherlands","Bulgaria","2004","28","","28",""
"Netherlands","Burkina Faso","2004","12","","12",""
"Netherlands","Burundi","2004","1566","","1566",""
"Netherlands","Cabo Verde","2004","1","","1",""
"Netherlands","Cambodia","2004","41","","41",""
"Netherlands","Cameroon","2004","128","","128",""
"Netherlands","Central African Rep.","2004","7","","7",""
"Netherlands","Chad","2004","14","","14",""
"Netherlands","Chile","2004","2","","2",""
"Netherlands","China","2004","2288","","2288",""
"Netherlands","Colombia","2004","110","","110",""
"Netherlands","Congo","2004","493","","493",""
"Netherlands","Côte d'Ivoire","2004","87","","87",""
"Netherlands","Croatia","2004","806","","806",""
"Netherlands","Cuba","2004","9","","9",""
"Netherlands","Czech Rep.","2004","30","","30",""
"Netherlands","Dem. People's Rep. of Korea","2004","15","","15",""
"Netherlands","Dem. Rep. of the Congo","2004","2097","","2097",""
"Netherlands","Djibouti","2004","5","","5",""
"Netherlands","Ecuador","2004","2","","2",""
"Netherlands","Egypt","2004","33","","33",""
"Netherlands","Equatorial Guinea","2004","2","","2",""
"Netherlands","Eritrea","2004","332","","332",""
"Netherlands","Estonia","2004","8","","8",""
"Netherlands","Ethiopia","2004","789","","789",""
"Netherlands","France","2004","1","","1",""
"Netherlands","Gambia","2004","8","","8",""
"Netherlands","Georgia","2004","713","","713",""
"Netherlands","Germany","2004","2","","2",""
"Netherlands","Ghana","2004","28","","28",""
"Netherlands","Greece","2004","1","","1",""
"Netherlands","Guinea","2004","931","","931",""
"Netherlands","Guinea-Bissau","2004","26","","26",""
"Netherlands","Haiti","2004","3","","3",""
"Netherlands","Honduras","2004","4","","4",""
"Netherlands","Hong Kong SAR, China","2004","1","","1",""
"Netherlands","Hungary","2004","9","","9",""
"Netherlands","India","2004","21","","21",""
"Netherlands","Indonesia","2004","19","","19",""
"Netherlands","Iraq","2004","27622","","27622",""
"Netherlands","Islamic Rep. of Iran","2004","6597","","6597",""
"Netherlands","Israel","2004","20","","20",""
"Netherlands","Jordan","2004","12","","12",""
"Netherlands","Kazakhstan","2004","105","","105",""
"Netherlands","Kenya","2004","26","","26",""
"Netherlands","Kuwait","2004","14","","14",""
"Netherlands","Kyrgyzstan","2004","20","","20",""
"Netherlands","Latvia","2004","9","","9",""
"Netherlands","Lebanon","2004","206","","206",""
"Netherlands","Liberia","2004","951","","951",""
"Netherlands","Libya","2004","66","","66",""
"Netherlands","Lithuania","2004","13","","13",""
"Netherlands","Malawi","2004","4","","4",""
"Netherlands","Malaysia","2004","2","","2",""
"Netherlands","Mali","2004","8","","8",""
"Netherlands","Mauritania","2004","189","","189",""
"Netherlands","Mauritius","2004","2","","2",""
"Netherlands","Mongolia","2004","44","","44",""
"Netherlands","Morocco","2004","20","","20",""
"Netherlands","Mozambique","2004","3","","3",""
"Netherlands","Myanmar","2004","212","","212",""
"Netherlands","Nepal","2004","7","","7",""
"Netherlands","Nicaragua","2004","5","","5",""
"Netherlands","Niger","2004","69","","69",""
"Netherlands","Nigeria","2004","141","","141",""
"Netherlands","Pakistan","2004","226","","226",""
"Netherlands","Papua New Guinea","2004","12","","12",""
"Netherlands","Peru","2004","20","","20",""
"Netherlands","Philippines","2004","5","","5",""
"Netherlands","Poland","2004","13","","13",""
"Netherlands","Rep. of Korea","2004","5","","5",""
"Netherlands","Rep. of Moldova","2004","27","","27",""
"Netherlands","Romania","2004","55","","55",""
"Netherlands","Russian Federation","2004","1389","","1389",""
"Netherlands","Rwanda","2004","1105","","1105",""
"Netherlands","Saudi Arabia","2004","7","","7",""
"Netherlands","Senegal","2004","5","","5",""
"Netherlands","Serbia (and Kosovo: S/RES/1244 (1999))","2004","3748","","3748",""
"Netherlands","Sierra Leone","2004","3737","","3737",""
"Netherlands","Slovakia","2004","59","","59",""
"Netherlands","Solomon Islands","2004","34","","34",""
"Netherlands","Somalia","2004","11239","","11239",""
"Netherlands","South Africa","2004","3","","3",""
"Netherlands","Sri Lanka","2004","1415","","1415",""
"Netherlands","State of Palestine","2004","8","","8",""
"Netherlands","Stateless","2004","872","","872",""
"Netherlands","Sudan","2004","3618","","3618",""
"Netherlands","Suriname","2004","25","","25",""
"Netherlands","Switzerland","2004","1","","1",""
"Netherlands","Syrian Arab Rep.","2004","1588","","1588",""
"Netherlands","Tajikistan","2004","62","","62",""
"Netherlands","The former Yugoslav Rep. of Macedonia","2004","82","","82",""
"Netherlands","Togo","2004","278","","278",""
"Netherlands","Tunisia","2004","79","","79",""
"Netherlands","Turkey","2004","1332","","1332",""
"Netherlands","Turkmenistan","2004","14","","14",""
"Netherlands","Tuvalu","2004","3","","3",""
"Netherlands","Uganda","2004","66","","66",""
"Netherlands","Ukraine","2004","440","","440",""
"Netherlands","United Kingdom","2004","2","","2",""
"Netherlands","United Rep. of Tanzania","2004","10","","10",""
"Netherlands","United States","2004","5","","5",""
"Netherlands","Uzbekistan","2004","113","","113",""
"Netherlands","Various","2004","1421","","1421",""
"Netherlands","Venezuela (Bolivarian Republic of)","2004","1","","1",""
"Netherlands","Viet Nam","2004","239","","239",""
"Netherlands","Yemen","2004","82","","82",""
"Netherlands","Zambia","2004","1","","1",""
"Netherlands","Zimbabwe","2004","6","","6",""
"New Zealand","Afghanistan","2004","1142","","1142",""
"New Zealand","Albania","2004","2","","2",""
"New Zealand","Algeria","2004","21","","21",""
"New Zealand","Angola","2004","1","","1",""
"New Zealand","Bahrain","2004","1","","1",""
"New Zealand","Bangladesh","2004","3","","3",""
"New Zealand","Bolivia (Plurinational State of)","2004","1","","1",""
"New Zealand","Burundi","2004","21","","21",""
"New Zealand","Cambodia","2004","18","","18",""
"New Zealand","Cameroon","2004","1","","1",""
"New Zealand","Chile","2004","6","","6",""
"New Zealand","China","2004","43","","43",""
"New Zealand","Colombia","2004","30","","30",""
"New Zealand","Congo","2004","8","","8",""
"New Zealand","Cuba","2004","2","","2",""
"New Zealand","Czech Rep.","2004","26","","26",""
"New Zealand","Dem. People's Rep. of Korea","2004","1","","1",""
"New Zealand","Dem. Rep. of the Congo","2004","37","","37",""
"New Zealand","Djibouti","2004","17","","17",""
"New Zealand","Dominican Rep.","2004","2","","2",""
"New Zealand","Egypt","2004","3","","3",""
"New Zealand","Eritrea","2004","120","","120",""
"New Zealand","Ethiopia","2004","344","","344",""
"New Zealand","Guinea","2004","1","","1",""
"New Zealand","Hungary","2004","1","","1",""
"New Zealand","India","2004","8","","8",""
"New Zealand","Indonesia","2004","3","","3",""
"New Zealand","Iraq","2004","775","","775",""
"New Zealand","Islamic Rep. of Iran","2004","580","","580",""
"New Zealand","Israel","2004","1","","1",""
"New Zealand","Jordan","2004","1","","1",""
"New Zealand","Kiribati","2004","1","","1",""
"New Zealand","Kuwait","2004","58","","58",""
"New Zealand","Kyrgyzstan","2004","1","","1",""
"New Zealand","Lao People's Dem. Rep.","2004","3","","3",""
"New Zealand","Lebanon","2004","7","","7",""
"New Zealand","Liberia","2004","5","","5",""
"New Zealand","Libya","2004","8","","8",""
"New Zealand","Macao SAR, China","2004","1","","1",""
"New Zealand","Madagascar","2004","3","","3",""
"New Zealand","Malaysia","2004","4","","4",""
"New Zealand","Mongolia","2004","4","","4",""
"New Zealand","Morocco","2004","4","","4",""
"New Zealand","Myanmar","2004","390","","390",""
"New Zealand","Nepal","2004","7","","7",""
"New Zealand","Nigeria","2004","2","","2",""
"New Zealand","Pakistan","2004","12","","12",""
"New Zealand","Russian Federation","2004","1","","1",""
"New Zealand","Rwanda","2004","16","","16",""
"New Zealand","Saudi Arabia","2004","2","","2",""
"New Zealand","Serbia (and Kosovo: S/RES/1244 (1999))","2004","1","","1",""
"New Zealand","Sierra Leone","2004","3","","3",""
"New Zealand","Slovakia","2004","2","","2",""
"New Zealand","Solomon Islands","2004","1","","1",""
"New Zealand","Somalia","2004","540","","540",""
"New Zealand","South Africa","2004","1","","1",""
"New Zealand","Sri Lanka","2004","196","","196",""
"New Zealand","State of Palestine","2004","30","","30",""
"New Zealand","Stateless","2004","5","","5",""
"New Zealand","Sudan","2004","185","","185",""
"New Zealand","Syrian Arab Rep.","2004","49","","49",""
"New Zealand","Thailand","2004","3","","3",""
"New Zealand","The former Yugoslav Rep. of Macedonia","2004","1","","1",""
"New Zealand","Togo","2004","1","","1",""
"New Zealand","Tunisia","2004","3","","3",""
"New Zealand","Turkey","2004","26","","26",""
"New Zealand","Uganda","2004","2","","2",""
"New Zealand","Ukraine","2004","1","","1",""
"New Zealand","Various","2004","441","","441",""
"New Zealand","Viet Nam","2004","10","","10",""
"New Zealand","Yemen","2004","2","","2",""
"New Zealand","Zimbabwe","2004","98","","98",""
"Nicaragua","Colombia","2004","8","8","8","8"
"Nicaragua","Cuba","2004","4","4","4","4"
"Nicaragua","El Salvador","2004","265","8","265","8"
"Nicaragua","Ghana","2004","1","","1",""
"Nicaragua","India","2004","1","1","1","1"
"Nicaragua","Liberia","2004","1","","1",""
"Nicaragua","Nigeria","2004","1","","1",""
"Nicaragua","Peru","2004","2","2","2","2"
"Nicaragua","Russian Federation","2004","","1","","1"
"Nicaragua","Sierra Leone","2004","3","2","3","2"
"Nicaragua","Somalia","2004","5","3","5","3"
"Nicaragua","United Rep. of Tanzania","2004","1","1","1","1"
"Niger","Cameroon","2004","4","","4",""
"Niger","Central African Rep.","2004","2","","2",""
"Niger","Chad","2004","153","","153",""
"Niger","Congo","2004","4","","4",""
"Niger","Côte d'Ivoire","2004","15","","15",""
"Niger","Dem. Rep. of the Congo","2004","96","","96",""
"Niger","Iraq","2004","6","","6",""
"Niger","Liberia","2004","2","","2",""
"Niger","Rwanda","2004","35","","35",""
"Niger","Somalia","2004","11","","11",""
"Niger","State of Palestine","2004","3","","3",""
"Niger","Sudan","2004","11","","11",""
"Niger","Togo","2004","2","","2",""
"Nigeria","Angola","2004","13","13","13","13"
"Nigeria","Burundi","2004","1","1","1","1"
"Nigeria","Cameroon","2004","54","54","54","54"
"Nigeria","Central African Rep.","2004","14","14","14","14"
"Nigeria","Chad","2004","3195","195","3195","195"
"Nigeria","Congo","2004","3","3","3","3"
"Nigeria","Côte d'Ivoire","2004","12","12","12","12"
"Nigeria","Dem. Rep. of the Congo","2004","133","133","133","133"
"Nigeria","Equatorial Guinea","2004","12","12","12","12"
"Nigeria","Eritrea","2004","21","21","21","21"
"Nigeria","Ethiopia","2004","14","14","14","14"
"Nigeria","Ghana","2004","87","87","87","87"
"Nigeria","Guinea","2004","12","12","12","12"
"Nigeria","Liberia","2004","2932","2932","2932","2932"
"Nigeria","Libya","2004","1","1","1","1"
"Nigeria","Namibia","2004","35","","35",""
"Nigeria","Rwanda","2004","24","24","24","24"
"Nigeria","Sierra Leone","2004","1633","1633","1633","1633"
"Nigeria","Somalia","2004","7","7","7","7"
"Nigeria","Sri Lanka","2004","24","24","24","24"
"Nigeria","State of Palestine","2004","24","24","24","24"
"Nigeria","Sudan","2004","104","104","104","104"
"Nigeria","Togo","2004","40","40","40","40"
"Norway","Afghanistan","2004","3693","","3693",""
"Norway","Albania","2004","39","","39",""
"Norway","Algeria","2004","119","","119",""
"Norway","Angola","2004","109","","109",""
"Norway","Armenia","2004","69","","69",""
"Norway","Azerbaijan","2004","67","","67",""
"Norway","Bangladesh","2004","23","","23",""
"Norway","Belarus","2004","49","","49",""
"Norway","Belgium","2004","2","","2",""
"Norway","Benin","2004","1","","1",""
"Norway","Bhutan","2004","13","","13",""
"Norway","Bosnia and Herzegovina","2004","3875","","3875",""
"Norway","Bulgaria","2004","8","","8",""
"Norway","Burundi","2004","469","","469",""
"Norway","Cabo Verde","2004","1","","1",""
"Norway","Cambodia","2004","40","","40",""
"Norway","Cameroon","2004","34","","34",""
"Norway","Chad","2004","8","","8",""
"Norway","Chile","2004","2","","2",""
"Norway","China","2004","162","","162",""
